tableName;tableExtends;tableType;columnName;columnType;key;required;refSchema;refTable;refLink;refBack;refLabel;defaultValue;validation;visible;computed;semantics;profiles;label;description
visits_cleft;;;scoreCLEFTQEATING;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus ""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitFive"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate"")) || (typevisitcleft?.name=== ""visitSeven"" && (typecleft?.name===  ""cleftPalate"" || typecleft?.name===  ""cleftLipAlveolus""|| typecleft?.name===  ""cleftLipPalate""))";parseInt(((typeof cLEFTQEATING_Q01=== 'undefined')?0:cLEFTQEATING_Q01?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q02=== 'undefined')?0:cLEFTQEATING_Q02?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q03=== 'undefined')?0:cLEFTQEATING_Q03?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q04=== 'undefined')?0:cLEFTQEATING_Q04?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q05=== 'undefined')?0:cLEFTQEATING_Q05?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q06=== 'undefined')?0:cLEFTQEATING_Q06?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q07=== 'undefined')?0:cLEFTQEATING_Q07?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q08=== 'undefined')?0:cLEFTQEATING_Q08?.name) || 0 )+parseInt(((typeof cLEFTQEATING_Q09=== 'undefined')?0:cLEFTQEATING_Q09?.name) || 0 );;;Score of CLEFT-Q Eating;
visits_cleft;;;CLEFTQPSYCHOLOGICAL;heading;;false;;;;;;;;"typevisitcleft?.name=== ""visitFive""";;;;CLEFT-Q Psychological function;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q;heading;;false;;;;;;;;"typevisitcleft?.name=== ""visitFive""";;;;"HOW DO YOU FEEL? Answer each question by circling one number. Please answer thinking 
of the PAST WEEK.";
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;1. I am happy with my life.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;2. I enjoy life.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;3. I feel happy.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;4. I feel okay about myself.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;5. I believe in myself.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;6. I am proud of myself.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;7. I like myself.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;8. I feel confident.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q09;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;9. I feel great about myself.;
visits_cleft;;;CLEFTQPSYCHOLOGICAL_Q10;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;10. I feel good about how I look.;
visits_cleft;;;scoreCLEFTQPSYCHOLOGICAL;int;;false;;;;;;;;"typevisitcleft?.name=== ""visitFive""";parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q01=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q01?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q02=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q02?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q03=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q03?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q04=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q04?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q05=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q05?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q06=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q06?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q07=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q07?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q08=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q08?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q09=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q09?.name) || 0 )+parseInt(((typeof cLEFTQPSYCHOLOGICAL_Q10=== 'undefined')?0:cLEFTQPSYCHOLOGICAL_Q10?.name) || 0 );;;Score of CLEFT-Q Psychological function;
visits_cleft;;;CLEFTQSCHOOL;heading;;false;;;;;;;;"typevisitcleft?.name=== ""visitFive""";;;;CLEFT-Q School function;
visits_cleft;;;CLEFTQSCHOOL_Q;heading;;false;;;;;;;;"typevisitcleft?.name=== ""visitFive""";;;;"HOW IS YOUR SCHOOL LIFE? Answer each question by circling one number. Please answer 
thinking of the PAST WEEK (Note: if you were not in school this week, think about when 
you were last in school).";
visits_cleft;;;CLEFTQSCHOOL_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;1. I like seeing my friends at school.;
visits_cleft;;;CLEFTQSCHOOL_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;2. My teachers treat me well.;
visits_cleft;;;CLEFTQSCHOOL_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;3. I feel accepted at school.;
visits_cleft;;;CLEFTQSCHOOL_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;4. Other students like me.;
visits_cleft;;;CLEFTQSCHOOL_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;5. I am happy at school.;
visits_cleft;;;CLEFTQSCHOOL_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;6. Other students are nice to me.;
visits_cleft;;;CLEFTQSCHOOL_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;7. Other students listen to me when I talk.;
visits_cleft;;;CLEFTQSCHOOL_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;8. I feel safe at school (not bullied).;
visits_cleft;;;CLEFTQSCHOOL_Q09;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;9. It?s easy for me to make friends.;
visits_cleft;;;CLEFTQSCHOOL_Q10;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"typevisitcleft?.name=== ""visitFive""";;;;"10. I get asked to join activities and games 
at school.";
visits_cleft;;;scoreCLEFTQSCHOOL;int;;false;;;;;;;;"typevisitcleft?.name=== ""visitFive""";parseInt(((typeof cLEFTQSCHOOL_Q01=== 'undefined')?0:cLEFTQSCHOOL_Q01?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q02=== 'undefined')?0:cLEFTQSCHOOL_Q02?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q03=== 'undefined')?0:cLEFTQSCHOOL_Q03?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q04=== 'undefined')?0:cLEFTQSCHOOL_Q04?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q05=== 'undefined')?0:cLEFTQSCHOOL_Q05?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q06=== 'undefined')?0:cLEFTQSCHOOL_Q06?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q07=== 'undefined')?0:cLEFTQSCHOOL_Q07?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q08=== 'undefined')?0:cLEFTQSCHOOL_Q08?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q09=== 'undefined')?0:cLEFTQSCHOOL_Q09?.name) || 0 )+parseInt(((typeof cLEFTQSCHOOL_Q10=== 'undefined')?0:cLEFTQSCHOOL_Q10?.name) || 0 );;;Score of CLEFT-Q School function;
visits_cleft;;;CLEFTQSOCIAL;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;CLEFT-Q Social function;
visits_cleft;;;CLEFTQSOCIAL_Q;heading;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;"HOW IS YOUR SOCIAL LIFE? Answer each question by circling one number. Please answer 
thinking of the PAST WEEK.";
visits_cleft;;;CLEFTQSOCIAL_Q01;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;1. My friends accept me.;
visits_cleft;;;CLEFTQSOCIAL_Q02;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;2. I have fun with friends.;
visits_cleft;;;CLEFTQSOCIAL_Q03;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;3. People listen to what I have to say.;
visits_cleft;;;CLEFTQSOCIAL_Q04;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;4. People treat me the same as everyone else.;
visits_cleft;;;CLEFTQSOCIAL_Q05;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;5. I like being with other people.;
visits_cleft;;;CLEFTQSOCIAL_Q06;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;"6. I feel confident when I go out (like to a 
party).";
visits_cleft;;;CLEFTQSOCIAL_Q07;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;7. I feel like I fit in.;
visits_cleft;;;CLEFTQSOCIAL_Q08;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;8. It?s easy for me to make friends.;
visits_cleft;;;CLEFTQSOCIAL_Q09;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;9. I feel the same as other people my age.;
visits_cleft;;;CLEFTQSOCIAL_Q10;ontology;;false;cranioOntology;cleftq_answer2;;;${label};;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";;;;10. It?s okay when people look at my face.;
visits_cleft;;;scoreCLEFTQSOCIAL;int;;false;;;;;;;;"(typevisitcleft?.name=== ""visitFour"")  || (typevisitcleft?.name=== ""visitSeven"")";parseInt(((typeof cLEFTQSOCIAL_Q01=== 'undefined')?0:cLEFTQSOCIAL_Q01?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q02=== 'undefined')?0:cLEFTQSOCIAL_Q02?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q03=== 'undefined')?0:cLEFTQSOCIAL_Q03?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q04=== 'undefined')?0:cLEFTQSOCIAL_Q04?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q05=== 'undefined')?0:cLEFTQSOCIAL_Q05?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q06=== 'undefined')?0:cLEFTQSOCIAL_Q06?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q07=== 'undefined')?0:cLEFTQSOCIAL_Q07?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q08=== 'undefined')?0:cLEFTQSOCIAL_Q08?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q09=== 'undefined')?0:cLEFTQSOCIAL_Q09?.name) || 0 )+parseInt(((typeof cLEFTQSOCIAL_Q10=== 'undefined')?0:cLEFTQSOCIAL_Q10?.name) || 0 );;;Score of CLEFT-Q Social function;
visits_cleft;;;internalID;auto_id;1;true;;;;;;;;;${mg_autoid};;;;
visits_hearingloss;;;belongsToSubject;ref;;false;;subject;;;${id};;;;;;;PatientID;
visits_hearingloss;;;date;date;;true;;;;;;=new Date().toISOString();;;;;;date;
visits_hearingloss;;;Type_HL;ontology;;false;cranioOntology;type_HL;;;$label;;;;;;;Type of hearing loss;
visits_hearingloss;;;Severity_HL_right;ontology;;false;cranioOntology;severity_HL;;;$label;;;;;;;Severity of hearing loss right ear;
visits_hearingloss;;;Severity_HL_left;ontology;;false;cranioOntology;severity_HL;;;$label;;;;;;;Severity of hearing loss left ear;
visits_hearingloss;;;Age_onset_HL;ontology;;false;cranioOntology;onsetHL;;;$label;;;;;;;Age of hearing loss onset;
visits_hearingloss;;;Genetic_diagnosis_HL;text;;false;;;;;;;;;;;;Genetic diagnosis - gene;OMIM number:
visits_hearingloss;;;Genetic_diagnosis_type_HL;ontology;;false;cranioOntology;genetic_diagnosis_type_HL;;;$label;;;;;;;Genetic diagnosis ? type;(include class 4 ? 5 variants)
visits_hearingloss;;;Genetic_diagnosis_type__specified_HL;text;;false;;;;;$label;;;;;;;Please specify further including number (and letter if applicable);
visits_hearingloss;;;Etiology_HL;ontology;;false;cranioOntology;etiology_HL;;;$label;;;;;;;Etiology;
visits_hearingloss;;;Level2_ENT;heading;;false;;;;;;;;;;;;Level 2: Research dataset;
visits_hearingloss;;;Audiogram_shape_HL;ontology;;false;cranioOntology;Audiogram_shape_HL;;;$label;;;;;;;Audiogram shape;
visits_hearingloss;;;Affected_ear_HL;ontology;;false;cranioOntology;Affected_ear_HL;;;$label;;;;;;;Affected ears;
visits_hearingloss;;;PTA_right_HL;int;;false;;;;;;;;;;;;PTA right (500 Hz ? 4000 Hz);dBHL
visits_hearingloss;;;PTA_left_HL;int;;false;;;;;;;;;;;;PTA left  (500 Hz ? 4000 Hz);dBHL
visits_hearingloss;;;Progression_right_HL;ontology;;false;cranioOntology;Progression_HL;;;$label;;;;;;;Progression right ear;
visits_hearingloss;;;Progression_left_HL;ontology;;false;cranioOntology;Progression_HL;;;$label;;;;;;;Progression left ear;
visits_hearingloss;;;Tinnitus_HL;ontology;;false;cranioOntology;presentabsent;;;;;;;;;;Tinnitus;
visits_hearingloss;;;imagingModality;ontology;;false;cranioOntology;imagingModality;;;;;;;;;;Imaging performed;
visits_hearingloss;;;imaging_right_HL;ontology;;false;cranioOntology;imaging_HL;;;$label;;;"imagingModality?.name=== ""CT"" || imagingModality?.name=== ""CTandMRI"" ||imagingModality?.name=== ""MRI""";;;;Imaging right ear;
visits_hearingloss;;;imaging_abnormal_HL_RIGHT;ontology_array;;false;cranioOntology;imaging_HL_abnormal;;;$label;;;"imaging_right_HL?.name=== ""Performedabnorm""";;;;Abnormal, scoring according to Sennaroglu?s classification;
visits_hearingloss;;;imaging_abnormal_HL_RIGHT_ft;text;;false;;;;;;;;"imaging_abnormal_HL_RIGHT?.some(imaging_abnormal_HL_RIGHT=>imaging_abnormal_HL_RIGHT.name===""Brainmal"") || imaging_abnormal_HL_RIGHT?.some(imaging_abnormal_HL_RIGHT=>imaging_abnormal_HL_RIGHT.name=== ""Other"")";;;;Please specify;
visits_hearingloss;;;imaging_left_HL;ontology;;false;cranioOntology;imaging_HL;;;$label;;;"imagingModality?.name=== ""CT"" || imagingModality?.name=== ""CTandMRI"" ||imagingModality?.name=== ""MRI""";;;;Imaging left ear;
visits_hearingloss;;;imaging_abnormal_HL_LEFT;ontology_array;;false;cranioOntology;imaging_HL_abnormal;;;$label;;;"imaging_left_HL?.name=== ""Performedabnorm""";;;;Abnormal, scoring according to Sennaroglu?s classification;
visits_hearingloss;;;imaging_abnormal_HL_LEFT_ft;text;;false;;;;;;;;"imaging_abnormal_HL_LEFT?.some(imaging_abnormal_HL_LEFT=>imaging_abnormal_HL_LEFT.name===""Brainmal"") || imaging_abnormal_HL_LEFT?.some(imaging_abnormal_HL_LEFT=>imaging_abnormal_HL_LEFT.name=== ""Other"")";;;;Please specify;
visits_hearingloss;;;Diagnosis_for_congenital_CMV_HL;ontology;;false;cranioOntology;Diagnosis_for_congenital_CMV_HL;;;$label;;;;;;;Diagnostics for congenital CMV;
visits_hearingloss;;;Vestibular_testing_right_HL;ontology;;false;cranioOntology;Vestibular_testing_HL;;;$label;;;;;;;Vestibular testing right;
visits_hearingloss;;;Vestibular_testing_right_based_on_HL;ontology_array;;false;cranioOntology;Vestibular_testing_based_on_HL;;;$label;;;"vestibular_testing_right_HL?.name=== ""Performednormal""  || vestibular_testing_right_HL?.name=== ""Performedabnormal""";;;;Based on:;
visits_hearingloss;;;Vestibular_testing_left_HL;ontology;;false;cranioOntology;Vestibular_testing_HL;;;$label;;;;;;;Vestibular testing left;
visits_hearingloss;;;Vestibular_testing_left_based_on_HL;ontology_array;;false;cranioOntology;Vestibular_testing_based_on_HL;;;$label;;;"vestibular_testing_left_HL?.name=== ""Performednormal"" || vestibular_testing_left_HL?.name=== ""Performedabnormal""";;;;Based on:;
visits_hearingloss;;;Neo_hearing_screen_HL;ontology;;false;cranioOntology;Neo_hearing_screen_HL;;;$label;;;;;;;Neonatal hearing screening;
visits_hearingloss;;;Neo_hearing_screen_pass_HL;ontology_array;;false;cranioOntology;Neo_hearing_screen_type_HL;;;$label;;;"neo_hearing_screen_HL?.name=== ""Pass""";;;;Based on:;
visits_hearingloss;;;Neo_hearing_screen_refer_HL;ontology_array;;false;cranioOntology;Neo_hearing_screen_type_HL;;;$label;;;"neo_hearing_screen_HL?.name=== ""Refer""";;;;Based on:;
visits_hearingloss;;;Age_of_walking_HL;int;;false;;;;;;;;;;;;Age of walking;Please enter age of walking in months
visits_hearingloss;;;ANSD_profile_HL;ontology;;false;cranioOntology;presentabsent;;;;;;;;;;ANSD profile;
visits_hearingloss;;;Rehabilitation_type_HL;ontology_array;;false;cranioOntology;Rehabilitation_type_HL;;;$label;;;;;;;Rehabilitation type;
visits_hearingloss;;;Rehabilitation_type_other_FT_HL;text;;false;;;;;;;;"rehabilitation_type_HL?.some(rehabilitation_type_HL=>rehabilitation_type_HL.name=== ""Othermiddleear"" )|| rehabilitation_type_HL?.some(rehabilitation_type_HL=>rehabilitation_type_HL?.name=== ""Othersurgery"" )|| rehabilitation_type_HL?.some(rehabilitation_type_HL=>rehabilitation_type_HL?.name=== ""Otherrehabilitation"")";;;;Please specify;
visits_hearingloss;;;internalID;auto_id;1;true;;;;;;;;;${mg_autoid};;;auto-id;(when created by upload, can have own structure like ?dateUpload_SpiderID_visitType?)
visits_synostosis;;;label;;;false;;;;;;;;;"typeVisit?.name + "" _"" + suture?.name";;;VisitLabel;
visits_synostosis;;;belongsToSubject;ref;;false;;subject;;;${id};;;;;;;PatientID;
visits_synostosis;;;typeVisit;ontology;;true;cranioOntology;typeVisit;;;${label};"=(function () {
  let result = simplePostClient(
    `query Visits_synostosis( $filter:Visits_synostosisFilter, $orderby:Visits_synostosisorderby ) { Visits_synostosis( filter:$filter, limit:100, offset:0, orderby:$orderby ) { typeVisit {order, name, label} mg_insertedOn }}`,
    {
      filter: {
        belongsToSubject: { equals: [{ id: belongsToSubject.id }] },
      },
      orderby: { mg_insertedOn: ""DESC"" },
    }
  );
  let lookUp = {
    followUp1Yr: ""followUp2Yr"",
    followUp2Yr: ""followUp4Yr"",
    followUp4Yr: ""followUp6Yr"",
    followUp6Yr: ""followUp9Yr"",
    followUp9Yr: ""followUp13Yr"",
    followUp13Yr: ""followUp21Yr"",
    followUp21Yr: ""followUp21Yr"",
  };

  let nextFollowup = result?.Visits_synostosis.find(
    (item) => lookUp[item.typeVisit.name] !== undefined
  );

  return {
    name: lookUp[nextFollowup.typeVisit.name],
  };
})()";;;;;;Please select the type of visit;
visits_synostosis;;;date;date;;true;;;;;;=new Date().toISOString();;;;;;date;
visits_synostosis;;;general_info;heading;;false;;;;;;;;;;;;Disease Characteristics & General Information;
visits_synostosis;;;suture;ontology;;false;cranioOntology;suture;;;${label};"=(function () {
  let result = simplePostClient(
    `query Visits_synostosis( $filter:Visits_synostosisFilter, $orderby:Visits_synostosisorderby ) { Visits_synostosis( filter:$filter, limit:20, offset:0, orderby:$orderby ) { suture {name, label} mg_insertedOn }}`,
    {
      filter: {
        belongsToSubject: { equals: [{ id: belongsToSubject.id }] },
      },
      orderby: { mg_insertedOn: ""ASC"" },
    }
  );
  return {
    name: result?.Visits_synostosis[0]?.suture?.name,
  };
})()";;;;;;Select the affected suture;
visits_synostosis;;;which_suture;ontology_array;;false;cranioOntology;which_suture;;;${label};;;suture?.name=== 'multipleSutures';;;;Select the afffected sutures;
visits_synostosis;;;syndrome;ontology_array;;false;cranioOntology;syndrome;;;${label};"=(function () {
  let result = simplePostClient(
    `query Visits_synostosis( $filter:Visits_synostosisFilter, $orderby:Visits_synostosisorderby ) { Visits_synostosis( filter:$filter, limit:20, offset:0, orderby:$orderby ) { syndrome {name, label} mg_insertedOn }}`,
    {
      filter: {
        belongsToSubject: { equals: [{ id: belongsToSubject.id }] },
      },
      orderby: { mg_insertedOn: ""ASC"" },
    }
  );
  return [
    {
      name: result?.Visits_synostosis[0]?.syndrome[0]?.name,
    },
  ];
})()";;;;;;Type of craniosynostosis?;
visits_synostosis;;;pregnancy;heading;;false;;;;;;;;typeVisit?.name=== 'preoperativeVisit';;;;Gestation and birth;
visits_synostosis;;;Gestational_age;int;;false;;;;;;;;typeVisit?.name=== 'preoperativeVisit';;;;Gestational age at birth;Enter in weeks
visits_synostosis;;;Birth_weight;int;;false;;;;;;;"if (parseInt(birth_weight)>=10001 || parseInt(birth_weight)<=-1) ""Only values between 0 and 10000 are allowed.""";typeVisit?.name=== 'preoperativeVisit';;;;Birth weight;Enter in grams
visits_synostosis;;;Type_pregnancy;ontology;;false;cranioOntology;pregnancy;;;${label};;;typeVisit?.name=== 'preoperativeVisit';;;;Type of pregnancy;
visits_synostosis;;;Multiple_pregnancy;ontology;;false;cranioOntology;type_pregnancy;;;${label};;;"type_pregnancy?.name=== ""twin""";;;;Type of multiple pregnancy;
visits_synostosis;;;Multiple_pregnancy_other;;;false;;;;;;;;type_pregnancy?.name=== 'otherMultiplePregnancy';;;;Type of multiple pregnancy;(Monozygotic, dizygotic, or other)
visits_synostosis;;;ART_pregnancy;ontology;;false;cranioOntology;ART_pregnancy;;;${label};;;typeVisit?.name=== 'preoperativeVisit';;;;Was pregnancy medically or pharmacologically assisted?;
visits_synostosis;;;Type_ART;ontology;;false;cranioOntology;type_ART;;;${label};;;"[""yesMedicallyAssisted"" , ""yesPharmacologicallyAssisted""].includes(aRT_pregnancy?.name)";;;;How was the pregnancy assisted?;
visits_synostosis;;;Delivery_induced;ontology;;false;cranioOntology;yesno;;;${label};;;typeVisit?.name=== 'preoperativeVisit';;;;Was the delivery induced?;
visits_synostosis;;;Reason_induced_delivery;text;;false;;;;;;;;"delivery_induced?.name=== ""yes""";;;;Why was the delivery induced?;
visits_synostosis;;;Type_delivery;ontology;;false;cranioOntology;delivery_type;;;${label};;;typeVisit?.name=== 'preoperativeVisit';;;;Type of delivery;
visits_synostosis;;;head_circumference_titel;heading;;false;;;;;;;;"typeVisit?.name=== ""preoperativeVisit"" || typeVisit?.name=== ""followUp1Yr"" || typeVisit?.name=== ""followUp2Yr"" || typeVisit?.name=== ""followUp4Yr"" || typeVisit?.name=== ""followUp6Yr"" || typeVisit?.name=== ""followUp9Yr"" || typeVisit?.name=== ""followUp13Yr""";;;;Head circumference;
visits_synostosis;;;head_circumference_cm;decimal;;false;;;;;;;;"typeVisit?.name=== ""preoperativeVisit"" || typeVisit?.name=== ""followUp1Yr"" || typeVisit?.name=== ""followUp2Yr"" || typeVisit?.name=== ""followUp4Yr"" || typeVisit?.name=== ""followUp6Yr"" || typeVisit?.name=== ""followUp9Yr"" || typeVisit?.name=== ""followUp13Yr""";;;;Head circumference;Please specify as cm with one decimal place
visits_synostosis;;;growth_arrest;ontology;;false;cranioOntology;growth_arrest;;;${label};;;"(typeVisit?.name=== ""preoperativeVisit"" && (suture?.name=== ""metopic""|| suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral"")) || (typeVisit?.name=== ""followUp1Yr"" && (suture?.name=== ""metopic""|| suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral"")) || (typeVisit?.name=== ""followUp2Yr"" && (suture?.name=== ""metopic"" || suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral"")) || (typeVisit?.name=== ""followUp4Yr"" && (suture?.name=== ""metopic""|| suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral"")) || (typeVisit?.name=== ""followUp6Yr"" && (suture?.name=== ""metopic""|| suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral"")) || (typeVisit?.name=== ""followUp9Yr"" && (suture?.name=== ""metopic"" || suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral"")) || (typeVisit?.name=== ""followUp13Yr"" && (suture?.name=== ""metopic"" || suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral"")) || (typeVisit?.name=== ""followUp21Yr"" && (suture?.name=== ""metopic"" || suture?.name=== ""coronalUnilateral"" || suture?.name=== ""lambdoidUnilateral""))";;;;Was growth arrest of the occipitofrontal head circumference present?;
visits_synostosis;;;cephalic_index;decimal;;false;;;;;;;;"(typeVisit?.name=== ""preoperativeVisit"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp1Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp2Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp4Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp6Yr"" && suture?.name=== ""sagittal"") || (typeVisit?.name=== ""followUp9Yr"" && suture?.name=== ""sagittal"")";;;;Cephalic index;Maximal width/maximal length (Enter with one decimal place)
